application;yes;ANT;20160417;/Users/rbonifacio/Documents/java-projects-trunk/ant-d96c85b;136465
application;yes;ANTLR;20160417;/Users/rbonifacio/Documents/java-projects-trunk/antlr4-master;101536
library;yes;LOG4J;20160417;/Users/rbonifacio/Documents/java-projects-trunk/apache-log4j-2.5-src;89089
application;no;ARCHIVA;20160417;/Users/rbonifacio/Documents/java-projects-trunk/archiva-master;84730
server/database;no;CASSANDRA;20160417;/Users/rbonifacio/Documents/java-projects-trunk/cassandra-a600920;355557
library;yes;COLLECTIONS;20160417;/Users/rbonifacio/Documents/java-projects-trunk/commons-collections4-trunk;61548
library;no;CRAWLER4J;20160417;/Users/rbonifacio/Documents/java-projects-trunk/crawler4j-master-trunk;4001
application;yes;ECLIPSE-CS;20160417;/Users/rbonifacio/Documents/java-projects-trunk/eclipse-cs;20420
application;yes;FINDBUGS;20160417;/Users/rbonifacio/Documents/java-projects-trunk/findbugs-master;131600
application;no;FITNESSE;20160417;/Users/rbonifacio/Documents/java-projects-trunk/fitnesse-master;74033
application;yes;FREEMIND;20160417;/Users/rbonifacio/Documents/java-projects-trunk/freemind;73272
application;yes;GRADLE;20160417;/Users/rbonifacio/Documents/java-projects-trunk/gradle-master;242723
library;no;GWT;20160417;/Users/rbonifacio/Documents/java-projects-trunk/gwt-master;749252
server/database;no;HADOOP;20160417;/Users/rbonifacio/Documents/java-projects-trunk/hadoop-fdc46bf;1095423
library;yes;HIBERNATE;20160417;/Users/rbonifacio/Documents/java-projects-trunk/hibernate-orm-master;581642
library;no;ISIS;20160417;/Users/rbonifacio/Documents/java-projects-trunk/isis-master;275497
application;no;IVY;20160417;/Users/rbonifacio/Documents/java-projects-trunk/ivy-trunk;216628
library;no;JCLOUDS;20160417;/Users/rbonifacio/Documents/java-projects-trunk/jclouds-cf07407;329058
application;yes;JEDIT;20160417;/Users/rbonifacio/Documents/java-projects-trunk/jEdit-trunk;119242
appication;no;JENKINS;20160417;/Users/rbonifacio/Documents/java-projects-trunk/jenkins-master;115926
server/database;no;JETTY;20160417;/Users/rbonifacio/Documents/java-projects-trunk/jetty.project-master;317125
application;yes;JMETER;20160417;/Users/rbonifacio/Documents/java-projects-trunk/jmeter;120782
library;yes;JUNIT;20160417;/Users/rbonifacio/Documents/java-projects-trunk/junit4-master;26461
server/database;yes;LUCENE;20160417;/Users/rbonifacio/Documents/java-projects-trunk/lucene-solr;862511
application;yes;MAVEN;20160417;/Users/rbonifacio/Documents/java-projects-trunk/maven-dac9c81;79442
library;yes;PGSQL-JDBC;20160417;/Users/rbonifacio/Documents/java-projects-trunk/postgresql-jdbc-9.4-1208.src;46257
library;no;QUARTZ;20160417;/Users/rbonifacio/Documents/java-projects-trunk/quartz-master;45331
application;no;SONAR;20160417;/Users/rbonifacio/Documents/java-projects-trunk/sonarqube-master;373614
library;no;SPARK;20160417;/Users/rbonifacio/Documents/java-projects-trunk/spark-8a87f7d;308337
library;yes;SPRING;20160417;/Users/rbonifacio/Documents/java-projects-trunk/spring-framework-master;548834
application;yes;SQUIRREL;20160417;/Users/rbonifacio/Documents/java-projects-trunk/squirrel-sql-git;403474
library;no;STORM;20160417;/Users/rbonifacio/Documents/java-projects-trunk/storm-e9785d8;185090
server/database;yes;TOMCAT;20160417;/Users/rbonifacio/Documents/java-projects-trunk/tomcat-trunk;297703
application;yes;UMS;20160417;/Users/rbonifacio/Documents/java-projects-trunk/UniversalMediaServer-master;59935
application;yes;Vuze;20160417;/Users/rbonifacio/Documents/java-projects-trunk/vuze-trunk;613557
application;yes;WEKA;20160417;/Users/rbonifacio/Documents/java-projects-trunk/weka-trunk;330864
library;no;WICKET;20160417;/Users/rbonifacio/Documents/java-projects-trunk/wicket-9329aae;213844
server/database;yes;WILDFLY;20160417;/Users/rbonifacio/Documents/java-projects-trunk/wildfly-master;429779
library;no;WODEN;20160417;/Users/rbonifacio/Documents/java-projects-trunk/woden-trunk;29348
library;yes;XERCES;20160417;/Users/rbonifacio/Documents/java-projects-trunk/xerces-trunk;140638
