Variable,File,Type of variable,Project Name,Version Project,
list,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/PatternSet.java,List<NameEntry>,apache-ant-1.9.1,1.9.1,
patternlist,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/PatternSet.java,List<NameEntry>,apache-ant-1.9.1,1.9.1,
list,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/PatternSet.java,List<NameEntry>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/AbstractFileSet.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
stack,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/DataType.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/DataType.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/DataType.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
requiredClass,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/DataType.java,Class<T>,apache-ant-1.9.1,1.9.1,
requiredClass,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/DataType.java,Class<T>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/optional/depend/ClassfileSet.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
rootClasses,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/optional/depend/DependScanner.java,Vector<String>,apache-ant-1.9.1,1.9.1,
props,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/PropertySet.java,Map<String,Object>,apache-ant-1.9.1,1.9.1,
names,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/PropertySet.java,Set<String>,apache-ant-1.9.1,1.9.1,
props,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/PropertySet.java,Map<String,Object>,apache-ant-1.9.1,1.9.1,
e,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/PropertySet.java,Entry<String,Object>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/PropertySet.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/resources/comparators/DelegatedResourceComparator.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/resources/comparators/Reverse.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/resources/Archives.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
clazz,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/resources/ResourceDecorator.java,Class<T>,apache-ant-1.9.1,1.9.1,
stack,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/resources/ResourceDecorator.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
i,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/resources/FailFast.java,Iterator<Resource>,apache-ant-1.9.1,1.9.1,
c,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/resources/BaseResourceCollectionContainer.java,Collection<? extends ResourceCollection>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/resources/BaseResourceCollectionContainer.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/resources/MappedResourceCollection.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/resources/ResourceList.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/resources/ArchiveResource.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
it,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/resources/LazyResourceCollectionWrapper.java,Iterator<Resource>,apache-ant-1.9.1,1.9.1,
it,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/resources/LazyResourceCollectionWrapper.java,Iterator<Resource>,apache-ant-1.9.1,1.9.1,
clazz,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/resources/MappedResource.java,Class<T>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/resources/Sort.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/resources/AbstractResourceCollectionWrapper.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/resources/AbstractClasspathResource.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/resources/Resources.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/resources/selectors/Compare.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
c,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/resources/selectors/InstanceOf.java,Class<?>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/resources/selectors/ResourceSelectorContainer.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/resources/Restrict.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/resources/Tokens.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
clazz,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/resources/ContentTransformingResource.java,Class<T>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/RedirectorElement.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
filterChains,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/RedirectorElement.java,List<FilterChain>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/ArchiveFileSet.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
fileEntries,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/ZipScanner.java,Map<String,Resource>,apache-ant-1.9.1,1.9.1,
matchFileEntries,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/ZipScanner.java,Map<String,Resource>,apache-ant-1.9.1,1.9.1,
dirEntries,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/ZipScanner.java,Map<String,Resource>,apache-ant-1.9.1,1.9.1,
matchDirEntries,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/ZipScanner.java,Map<String,Resource>,apache-ant-1.9.1,1.9.1,
type,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/selectors/modifiedselector/ModifiedSelector.java,Class<? extends T>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/selectors/BaseSelectorContainer.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/selectors/AbstractSelectorContainer.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/AntFilterReader.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
clazz,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/EnumeratedAttribute.java,Class<? extends EnumeratedAttribute>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/FilterChain.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
clazz,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/Resource.java,Class<T>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/types/Path.java,Stack<Object>,apache-ant-1.9.1,1.9.1,
helperClass,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/ArgumentProcessorRegistry.java,Class<? extends ArgumentProcessor>,apache-ant-1.9.1,1.9.1,
processorClass,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/ArgumentProcessorRegistry.java,Class<? extends ArgumentProcessor>,apache-ant-1.9.1,1.9.1,
helperClass,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/ProjectHelperRepository.java,Class<? extends ProjectHelper>,apache-ant-1.9.1,1.9.1,
helperConstructor,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/ProjectHelperRepository.java,Constructor<? extends ProjectHelper>,apache-ant-1.9.1,1.9.1,
nested,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/ProjectHelperRepository.java,Iterator<Constructor<? extends ProjectHelper>>,apache-ant-1.9.1,1.9.1,
proxyClass,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/TypeAdapter.java,Class<?>,apache-ant-1.9.1,1.9.1,
choices,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/input/MultipleChoiceInputRequest.java,Vector<String>,apache-ant-1.9.1,1.9.1,
entry,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/DirectoryScanner.java,Map.Entry<String,TokenizedPath>,apache-ant-1.9.1,1.9.1,
entry,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/DirectoryScanner.java,Map.Entry<TokenizedPath,String>,apache-ant-1.9.1,1.9.1,
directoryNamesFollowed,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/DirectoryScanner.java,LinkedList<String>,apache-ant-1.9.1,1.9.1,
directoryNamesFollowed,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/DirectoryScanner.java,LinkedList<String>,apache-ant-1.9.1,1.9.1,
inc,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/DirectoryScanner.java,Vector<String>,apache-ant-1.9.1,1.9.1,
exc,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/DirectoryScanner.java,Vector<String>,apache-ant-1.9.1,1.9.1,
des,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/DirectoryScanner.java,Vector<String>,apache-ant-1.9.1,1.9.1,
map,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/DirectoryScanner.java,Map<String,TokenizedPath>,apache-ant-1.9.1,1.9.1,
directoryNamesFollowed,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/DirectoryScanner.java,LinkedList<String>,apache-ant-1.9.1,1.9.1,
clazz,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Diagnostics.java,Class<?>,apache-ant-1.9.1,1.9.1,
clazz,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Diagnostics.java,Class<?>,apache-ant-1.9.1,1.9.1,
taskClass,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/TaskAdapter.java,Class<?>,apache-ant-1.9.1,1.9.1,
proxyClass,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/TaskAdapter.java,Class<?>,apache-ant-1.9.1,1.9.1,
entry,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/UnknownElement.java,Map.Entry<String,Object>,apache-ant-1.9.1,1.9.1,
currentTargets,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/helper/AntXMLContext.java,Map<String,Target>,apache-ant-1.9.1,1.9.1,
theClass,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/AntClassLoader.java,Class<?>,apache-ant-1.9.1,1.9.1,
ent,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Main.java,Entry<String,Object>,apache-ant-1.9.1,1.9.1,
targets,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Main.java,Map<String,Target>,apache-ant-1.9.1,1.9.1,
entry,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Main.java,Entry<String,Target>,apache-ant-1.9.1,1.9.1,
names,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Main.java,Vector<String>,apache-ant-1.9.1,1.9.1,
names,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Main.java,Vector<String>,apache-ant-1.9.1,1.9.1,
descriptions,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Main.java,Vector<String>,apache-ant-1.9.1,1.9.1,
dependencies,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Main.java,Vector<Enumeration<String>>,apache-ant-1.9.1,1.9.1,
args,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/ArgumentProcessor.java,List<String>,apache-ant-1.9.1,1.9.1,
args,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/ArgumentProcessor.java,List<String>,apache-ant-1.9.1,1.9.1,
arg,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/ArgumentProcessor.java,List<String>,apache-ant-1.9.1,1.9.1,
tasks,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/AntStructure.java,Hashtable<String,Class<?>>,apache-ant-1.9.1,1.9.1,
types,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/AntStructure.java,Hashtable<String,Class<?>>,apache-ant-1.9.1,1.9.1,
element,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/AntStructure.java,Class<?>,apache-ant-1.9.1,1.9.1,
tasks,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/AntStructure.java,Hashtable<String,Class<?>>,apache-ant-1.9.1,1.9.1,
types,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/AntStructure.java,Hashtable<String,Class<?>>,apache-ant-1.9.1,1.9.1,
tasks,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/AntStructure.java,Enumeration<String>,apache-ant-1.9.1,1.9.1,
types,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/AntStructure.java,Enumeration<String>,apache-ant-1.9.1,1.9.1,
element,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/AntStructure.java,Class<?>,apache-ant-1.9.1,1.9.1,
dirs,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Jar.java,List<String>,apache-ant-1.9.1,1.9.1,
files,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Jar.java,List<String>,apache-ant-1.9.1,1.9.1,
dirs,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Jar.java,List<String>,apache-ant-1.9.1,1.9.1,
files,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Jar.java,List<String>,apache-ant-1.9.1,1.9.1,
fileNames,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/ExecuteOn.java,Vector<String>,apache-ant-1.9.1,1.9.1,
baseDirs,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/ExecuteOn.java,Vector<File>,apache-ant-1.9.1,1.9.1,
args,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Java.java,Vector<String>,apache-ant-1.9.1,1.9.1,
adapterClass,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Definer.java,Class<?>,apache-ant-1.9.1,1.9.1,
adaptToClass,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Definer.java,Class<?>,apache-ant-1.9.1,1.9.1,
keys,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/KeySubst.java,Hashtable<String,String>,apache-ant-1.9.1,1.9.1,
readerSources,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Concat.java,Iterator<S>,apache-ant-1.9.1,1.9.1,
factory,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Concat.java,ReaderFactory<S>,apache-ant-1.9.1,1.9.1,
entry,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Execute.java,Entry<String,String>,apache-ant-1.9.1,1.9.1,
entry,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Execute.java,Entry<String,String>,apache-ant-1.9.1,1.9.1,
files,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/optional/depend/AntAnalyzer.java,Vector<File>,apache-ant-1.9.1,1.9.1,
classes,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/optional/depend/AntAnalyzer.java,Vector<String>,apache-ant-1.9.1,1.9.1,
proxyClass,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/AugmentReference.java,Class<?>,apache-ant-1.9.1,1.9.1,
entry,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/MacroInstance.java,Entry<String,MacroDef.TemplateElement>,apache-ant-1.9.1,1.9.1,
macroMapping,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/MacroInstance.java,Map<String,String>,apache-ant-1.9.1,1.9.1,
entry,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/MacroInstance.java,Map.Entry<String,Object>,apache-ant-1.9.1,1.9.1,
entry,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Javac.java,Entry<String,Long>,apache-ant-1.9.1,1.9.1,
packagesToDoc,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,Vector<String>,apache-ant-1.9.1,1.9.1,
packagesToDoc,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,Vector<String>,apache-ant-1.9.1,1.9.1,
sourceFilesToDoc,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,Vector<SourceFile>,apache-ant-1.9.1,1.9.1,
packagesToDoc,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,Vector<String>,apache-ant-1.9.1,1.9.1,
sourceFilesToDoc,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,Vector<SourceFile>,apache-ant-1.9.1,1.9.1,
sf,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,Vector<SourceFile>,apache-ant-1.9.1,1.9.1,
pn,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,Vector<String>,apache-ant-1.9.1,1.9.1,
map,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/ExecTask.java,Map<String,String>,apache-ant-1.9.1,1.9.1,
e,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Copydir.java,Map.Entry<String,String>,apache-ant-1.9.1,1.9.1,
list,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/email/Mailer.java,Vector<EmailAddress>,apache-ant-1.9.1,1.9.1,
list,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/email/Mailer.java,Vector<EmailAddress>,apache-ant-1.9.1,1.9.1,
list,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/email/Mailer.java,Vector<EmailAddress>,apache-ant-1.9.1,1.9.1,
list,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/email/Mailer.java,Vector<EmailAddress>,apache-ant-1.9.1,1.9.1,
files,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/email/Mailer.java,Vector<File>,apache-ant-1.9.1,1.9.1,
v,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/email/Mailer.java,Vector<Header>,apache-ant-1.9.1,1.9.1,
baseDirs,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Copy.java,HashSet<File>,apache-ant-1.9.1,1.9.1,
dirsByBasedir,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Copy.java,HashMap<File,List<String>>,apache-ant-1.9.1,1.9.1,
filesByBasedir,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Copy.java,HashMap<File,List<String>>,apache-ant-1.9.1,1.9.1,
map,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Copy.java,Hashtable<String,String[]>,apache-ant-1.9.1,1.9.1,
e,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Copy.java,Map.Entry<String,String[]>,apache-ant-1.9.1,1.9.1,
map,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Copy.java,Map<Resource,String[]>,apache-ant-1.9.1,1.9.1,
e,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Copy.java,Map.Entry<Resource,String[]>,apache-ant-1.9.1,1.9.1,
m,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Copy.java,Map<File,List<String>>,apache-ant-1.9.1,1.9.1,
m,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Copy.java,Map<File,List<String>>,apache-ant-1.9.1,1.9.1,
e,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Checksum.java,Map.Entry<File,Object>,apache-ant-1.9.1,1.9.1,
props,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Ant.java,Hashtable<?,?>,apache-ant-1.9.1,1.9.1,
inputFilterChains,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Redirector.java,Vector<FilterChain>,apache-ant-1.9.1,1.9.1,
outputFilterChains,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Redirector.java,Vector<FilterChain>,apache-ant-1.9.1,1.9.1,
errorFilterChains,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/taskdefs/Redirector.java,Vector<FilterChain>,apache-ant-1.9.1,1.9.1,
taskClass,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,Class<?>,apache-ant-1.9.1,1.9.1,
taskClass,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,Class<?>,apache-ant-1.9.1,1.9.1,
typeClass,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,Class<?>,apache-ant-1.9.1,1.9.1,
names,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,Vector<String>,apache-ant-1.9.1,1.9.1,
sortedTargets,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,Vector<Target>,apache-ant-1.9.1,1.9.1,
targetTable,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,Hashtable<String,Target>,apache-ant-1.9.1,1.9.1,
targetTable,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,Hashtable<String,Target>,apache-ant-1.9.1,1.9.1,
targetTable,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,Hashtable<String,Target>,apache-ant-1.9.1,1.9.1,
targetTable,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,Hashtable<String,Target>,apache-ant-1.9.1,1.9.1,
state,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,Hashtable<String,String>,apache-ant-1.9.1,1.9.1,
visiting,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,Stack<String>,apache-ant-1.9.1,1.9.1,
ret,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,Vector<Target>,apache-ant-1.9.1,1.9.1,
stk,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/Project.java,Stack<String>,apache-ant-1.9.1,1.9.1,
m,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/util/LinkedHashtable.java,Map<K,V>,apache-ant-1.9.1,1.9.1,
m,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/util/LinkedHashtable.java,Map<? extends K,? extends V>,apache-ant-1.9.1,1.9.1,
c,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/util/VectorSet.java,Collection<? extends E>,apache-ant-1.9.1,1.9.1,
c,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/util/VectorSet.java,Collection<? extends E>,apache-ant-1.9.1,1.9.1,
c,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/util/VectorSet.java,Collection<? extends E>,apache-ant-1.9.1,1.9.1,
c,/home/thiago/git/Ant/apache-ant-1.9.1/src/main/org/apache/tools/ant/util/VectorSet.java,Collection<?>,apache-ant-1.9.1,1.9.1,
