Variable,File,Type of variable,Project Name,Version Project,
iter,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/util/CollectionUtils.java,Iterator<? extends T>,apache-ant-1.9.3,1.9.3,
e1,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/util/CollectionUtils.java,Enumeration<E>,apache-ant-1.9.3,1.9.3,
e2,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/util/CollectionUtils.java,Enumeration<E>,apache-ant-1.9.3,1.9.3,
c,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/util/CollectionUtils.java,Collection<?>,apache-ant-1.9.3,1.9.3,
clazz,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/AntTypeDefinition.java,Class<?>,apache-ant-1.9.3,1.9.3,
adapterClass,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/AntTypeDefinition.java,Class<?>,apache-ant-1.9.3,1.9.3,
adaptToClass,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/AntTypeDefinition.java,Class<?>,apache-ant-1.9.3,1.9.3,
c,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/AntTypeDefinition.java,Class<?>,apache-ant-1.9.3,1.9.3,
newclass,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/AntTypeDefinition.java,Class<T>,apache-ant-1.9.3,1.9.3,
c,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/AntTypeDefinition.java,Class<?>,apache-ant-1.9.3,1.9.3,
keys,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/ProjectHelper.java,Hashtable<String,Object>,apache-ant-1.9.3,1.9.3,
fragments,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/ProjectHelper.java,Vector<String>,apache-ant-1.9.3,1.9.3,
propertyRefs,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/ProjectHelper.java,Vector<String>,apache-ant-1.9.3,1.9.3,
libPathURLs,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/launch/Launcher.java,List<URL>,apache-ant-1.9.3,1.9.3,
libPaths,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/launch/Launcher.java,List<String>,apache-ant-1.9.3,1.9.3,
c,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/launch/Locator.java,Class<?>,apache-ant-1.9.3,1.9.3,
map,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/property/LocalPropertyStack.java,Map<String,Object>,apache-ant-1.9.3,1.9.3,
map,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/property/LocalPropertyStack.java,Map<String,Object>,apache-ant-1.9.3,1.9.3,
expanders,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/property/ParseProperties.java,Collection<PropertyExpander>,apache-ant-1.9.3,1.9.3,
expanders,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/property/ResolvePropertyMap.java,Collection<PropertyExpander>,apache-ant-1.9.3,1.9.3,
map,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/property/ResolvePropertyMap.java,Map<String,Object>,apache-ant-1.9.3,1.9.3,
map,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/property/ResolvePropertyMap.java,Map<String,Object>,apache-ant-1.9.3,1.9.3,
map,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/property/ResolvePropertyMap.java,Map<String,Object>,apache-ant-1.9.3,1.9.3,
entry,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/RuntimeConfigurable.java,Entry<String,Object>,apache-ant-1.9.3,1.9.3,
bean,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.3,1.9.3,
type,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.3,1.9.3,
c,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.3,1.9.3,
c,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.3,1.9.3,
arg,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.3,1.9.3,
reflectedArg,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.3,1.9.3,
arg,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.3,1.9.3,
c,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/IntrospectionHelper.java,Constructor<?>,apache-ant-1.9.3,1.9.3,
type,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.3,1.9.3,
paramClass,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/IntrospectionHelper.java,Class<?>,apache-ant-1.9.3,1.9.3,
methods,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/IntrospectionHelper.java,List<Method>,apache-ant-1.9.3,1.9.3,
methods,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/IntrospectionHelper.java,List<Method>,apache-ant-1.9.3,1.9.3,
addTypeMethods,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/IntrospectionHelper.java,List<Method>,apache-ant-1.9.3,1.9.3,
methods,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/IntrospectionHelper.java,List<Method>,apache-ant-1.9.3,1.9.3,
comparator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/filters/SortFilter.java,Comparator<? super String>,apache-ant-1.9.3,1.9.3,
comparator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/filters/SortFilter.java,Comparator<? super String>,apache-ant-1.9.3,1.9.3,
hash,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/filters/ReplaceTokens.java,Hashtable<String,String>,apache-ant-1.9.3,1.9.3,
regexps,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/filters/LineContainsRegExp.java,Vector<RegularExpression>,apache-ant-1.9.3,1.9.3,
contains,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/filters/LineContains.java,Vector<String>,apache-ant-1.9.3,1.9.3,
fchain,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/filters/util/ChainReaderHelper.java,Vector<FilterChain>,apache-ant-1.9.3,1.9.3,
loaders,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/filters/util/ChainReaderHelper.java,List<AntClassLoader>,apache-ant-1.9.3,1.9.3,
classLoadersToCleanUp,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/filters/util/ChainReaderHelper.java,List<AntClassLoader>,apache-ant-1.9.3,1.9.3,
comments,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/filters/StripLineComments.java,Vector<String>,apache-ant-1.9.3,1.9.3,
properties,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/listener/MailLogger.java,Hashtable<String,Object>,apache-ant-1.9.3,1.9.3,
annotationTypeDeclarations,/home/thiago/git/Ant/apache-ant-1.9.3/src/tests/antunit/taskdefs/apt/DistributedAnnotationFactory.java,Set<com.sun.mirror.declaration.AnnotationTypeDeclaration>,apache-ant-1.9.3,1.9.3,
headers,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/tar/TarOutputStream.java,Map<String,String>,apache-ant-1.9.4,1.9.4,
h,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/tar/TarOutputStream.java,Map.Entry<String,String>,apache-ant-1.9.4,1.9.4,
paxHeaders,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/tar/TarOutputStream.java,Map<String,String>,apache-ant-1.9.4,1.9.4,
paxHeaders,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/tar/TarOutputStream.java,Map<String,String>,apache-ant-1.9.4,1.9.4,
paxHeaders,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/tar/TarOutputStream.java,Map<String,String>,apache-ant-1.9.4,1.9.4,
headers,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/tar/TarInputStream.java,Map<String,String>,apache-ant-1.9.4,1.9.4,
ent,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/tar/TarInputStream.java,Entry<String,String>,apache-ant-1.9.4,1.9.4,
noUTF8Flag,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/zip/ZipFile.java,Map<ZipEntry,NameAndComment>,apache-ant-1.9.4,1.9.4,
entriesWithoutUTF8Flag,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/zip/ZipFile.java,Map<ZipEntry,NameAndComment>,apache-ant-1.9.4,1.9.4,
c,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/zip/ExtraFieldUtils.java,Class<?>,apache-ant-1.9.4,1.9.4,
fragments,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/PropertyHelper.java,Vector<String>,apache-ant-1.9.4,1.9.4,
propertyRefs,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/PropertyHelper.java,Vector<String>,apache-ant-1.9.4,1.9.4,
keys,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/PropertyHelper.java,Hashtable<String,Object>,apache-ant-1.9.4,1.9.4,
fragments,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/PropertyHelper.java,Vector<String>,apache-ant-1.9.4,1.9.4,
propertyRefs,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/PropertyHelper.java,Vector<String>,apache-ant-1.9.4,1.9.4,
key,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/PropertyHelper.java,Class<? extends Delegate>,apache-ant-1.9.4,1.9.4,
type,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/PropertyHelper.java,Class<D>,apache-ant-1.9.4,1.9.4,
entry,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ComponentHelper.java,Map.Entry<String,List<AntTypeDefinition>>,apache-ant-1.9.4,1.9.4,
taskClass,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ComponentHelper.java,Class<?>,apache-ant-1.9.4,1.9.4,
taskClass,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ComponentHelper.java,Class<?>,apache-ant-1.9.4,1.9.4,
e,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ComponentHelper.java,Map.Entry<String,AntTypeDefinition>,apache-ant-1.9.4,1.9.4,
e,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ComponentHelper.java,Map.Entry<String,AntTypeDefinition>,apache-ant-1.9.4,1.9.4,
typeClass,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ComponentHelper.java,Class<?>,apache-ant-1.9.4,1.9.4,
c,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ComponentHelper.java,Class<?>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/XMLCatalog.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
resolverImplClass,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/XMLCatalog.java,Class<?>,apache-ant-1.9.4,1.9.4,
listIt,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/CommandlineJava.java,ListIterator<String>,apache-ant-1.9.4,1.9.4,
listIterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/CommandlineJava.java,ListIterator<String>,apache-ant-1.9.4,1.9.4,
fileEntries,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/TarScanner.java,Map<String,Resource>,apache-ant-1.9.4,1.9.4,
matchFileEntries,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/TarScanner.java,Map<String,Resource>,apache-ant-1.9.4,1.9.4,
dirEntries,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/TarScanner.java,Map<String,Resource>,apache-ant-1.9.4,1.9.4,
matchDirEntries,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/TarScanner.java,Map<String,Resource>,apache-ant-1.9.4,1.9.4,
fileEntries,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/ArchiveScanner.java,Map<String,Resource>,apache-ant-1.9.4,1.9.4,
matchFileEntries,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/ArchiveScanner.java,Map<String,Resource>,apache-ant-1.9.4,1.9.4,
dirEntries,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/ArchiveScanner.java,Map<String,Resource>,apache-ant-1.9.4,1.9.4,
matchDirEntries,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/ArchiveScanner.java,Map<String,Resource>,apache-ant-1.9.4,1.9.4,
commandList,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/Assertions.java,List<String>,apache-ant-1.9.4,1.9.4,
commandIterator,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/Assertions.java,ListIterator<String>,apache-ant-1.9.4,1.9.4,
entry,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/FilterSet.java,Map.Entry<Object,Object>,apache-ant-1.9.4,1.9.4,
list,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/Commandline.java,ListIterator<String>,apache-ant-1.9.4,1.9.4,
list,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/Commandline.java,ListIterator<String>,apache-ant-1.9.4,1.9.4,
list,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/PatternSet.java,List<NameEntry>,apache-ant-1.9.4,1.9.4,
patternlist,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/PatternSet.java,List<NameEntry>,apache-ant-1.9.4,1.9.4,
list,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/PatternSet.java,List<NameEntry>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/AbstractFileSet.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
stack,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/DataType.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/DataType.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/DataType.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
requiredClass,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/DataType.java,Class<T>,apache-ant-1.9.4,1.9.4,
requiredClass,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/DataType.java,Class<T>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/optional/depend/ClassfileSet.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
rootClasses,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/optional/depend/DependScanner.java,Vector<String>,apache-ant-1.9.4,1.9.4,
props,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/PropertySet.java,Map<String,Object>,apache-ant-1.9.4,1.9.4,
names,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/PropertySet.java,Set<String>,apache-ant-1.9.4,1.9.4,
props,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/PropertySet.java,Map<String,Object>,apache-ant-1.9.4,1.9.4,
e,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/PropertySet.java,Entry<String,Object>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/PropertySet.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/comparators/DelegatedResourceComparator.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/comparators/Reverse.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/Archives.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
clazz,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/ResourceDecorator.java,Class<T>,apache-ant-1.9.4,1.9.4,
stack,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/ResourceDecorator.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
i,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/FailFast.java,Iterator<Resource>,apache-ant-1.9.4,1.9.4,
c,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/BaseResourceCollectionContainer.java,Collection<? extends ResourceCollection>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/BaseResourceCollectionContainer.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/MappedResourceCollection.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/ResourceList.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/ArchiveResource.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
it,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/LazyResourceCollectionWrapper.java,Iterator<Resource>,apache-ant-1.9.4,1.9.4,
it,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/LazyResourceCollectionWrapper.java,Iterator<Resource>,apache-ant-1.9.4,1.9.4,
clazz,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/MappedResource.java,Class<T>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/Sort.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/AbstractResourceCollectionWrapper.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/AbstractClasspathResource.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/Resources.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/selectors/Compare.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
c,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/selectors/InstanceOf.java,Class<?>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/selectors/ResourceSelectorContainer.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/Restrict.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/Tokens.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
clazz,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/resources/ContentTransformingResource.java,Class<T>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/RedirectorElement.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
filterChains,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/RedirectorElement.java,List<FilterChain>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/ArchiveFileSet.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
fileEntries,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/ZipScanner.java,Map<String,Resource>,apache-ant-1.9.4,1.9.4,
matchFileEntries,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/ZipScanner.java,Map<String,Resource>,apache-ant-1.9.4,1.9.4,
dirEntries,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/ZipScanner.java,Map<String,Resource>,apache-ant-1.9.4,1.9.4,
matchDirEntries,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/ZipScanner.java,Map<String,Resource>,apache-ant-1.9.4,1.9.4,
type,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/selectors/modifiedselector/ModifiedSelector.java,Class<? extends T>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/selectors/BaseSelectorContainer.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/selectors/AbstractSelectorContainer.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/AntFilterReader.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
clazz,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/EnumeratedAttribute.java,Class<? extends EnumeratedAttribute>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/FilterChain.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
clazz,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/Resource.java,Class<T>,apache-ant-1.9.4,1.9.4,
stk,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/types/Path.java,Stack<Object>,apache-ant-1.9.4,1.9.4,
helperClass,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ArgumentProcessorRegistry.java,Class<? extends ArgumentProcessor>,apache-ant-1.9.4,1.9.4,
processorClass,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ArgumentProcessorRegistry.java,Class<? extends ArgumentProcessor>,apache-ant-1.9.4,1.9.4,
helperClass,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ProjectHelperRepository.java,Class<? extends ProjectHelper>,apache-ant-1.9.4,1.9.4,
helperConstructor,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ProjectHelperRepository.java,Constructor<? extends ProjectHelper>,apache-ant-1.9.4,1.9.4,
nested,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/ProjectHelperRepository.java,Iterator<Constructor<? extends ProjectHelper>>,apache-ant-1.9.4,1.9.4,
proxyClass,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/TypeAdapter.java,Class<?>,apache-ant-1.9.4,1.9.4,
choices,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/input/MultipleChoiceInputRequest.java,Vector<String>,apache-ant-1.9.4,1.9.4,
entry,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/DirectoryScanner.java,Map.Entry<String,TokenizedPath>,apache-ant-1.9.4,1.9.4,
entry,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/DirectoryScanner.java,Map.Entry<TokenizedPath,String>,apache-ant-1.9.4,1.9.4,
directoryNamesFollowed,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/DirectoryScanner.java,LinkedList<String>,apache-ant-1.9.4,1.9.4,
directoryNamesFollowed,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/DirectoryScanner.java,LinkedList<String>,apache-ant-1.9.4,1.9.4,
inc,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/DirectoryScanner.java,Vector<String>,apache-ant-1.9.4,1.9.4,
exc,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/DirectoryScanner.java,Vector<String>,apache-ant-1.9.4,1.9.4,
des,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/DirectoryScanner.java,Vector<String>,apache-ant-1.9.4,1.9.4,
map,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/DirectoryScanner.java,Map<String,TokenizedPath>,apache-ant-1.9.4,1.9.4,
directoryNamesFollowed,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/DirectoryScanner.java,LinkedList<String>,apache-ant-1.9.4,1.9.4,
clazz,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/Diagnostics.java,Class<?>,apache-ant-1.9.4,1.9.4,
clazz,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/Diagnostics.java,Class<?>,apache-ant-1.9.4,1.9.4,
taskClass,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/TaskAdapter.java,Class<?>,apache-ant-1.9.4,1.9.4,
proxyClass,/home/thiago/git/Ant/apache-ant-1.9.4/src/main/org/apache/tools/ant/TaskAdapter.java,Class<?>,apache-ant-1.9.4,1.9.4,
