Method,Package,Start in line,End in line,Project Name,Version Project,
getResourceFiles,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/ArchiveScanner.java,206,218,apache-ant-1.9.3,1.9.3,
getResourceDirectories,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/ArchiveScanner.java,220,232,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/ResourceCollection.java,29,33,apache-ant-1.9.3,1.9.3,
getFilters,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/FilterSet.java,217,238,apache-ant-1.9.3,1.9.3,
getFilterHash,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/FilterSet.java,249,267,apache-ant-1.9.3,1.9.3,
parseActions,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/Permissions.java,329,343,apache-ant-1.9.3,1.9.3,
findElementInTarget,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/Description.java,105,114,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/Commandline.java,681,688,apache-ant-1.9.3,1.9.3,
selectorElements,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/AbstractFileSet.java,618,629,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/FileList.java,185,196,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/DirSet.java,61,72,apache-ant-1.9.3,1.9.3,
getVariablesVector,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/Environment.java,167,175,apache-ant-1.9.3,1.9.3,
getAllSystemProperties,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/PropertySet.java,275,288,apache-ant-1.9.3,1.9.3,
getPropertyMap,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/PropertySet.java,300,337,apache-ant-1.9.3,1.9.3,
getEffectiveProperties,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/PropertySet.java,339,347,apache-ant-1.9.3,1.9.3,
getPropertyNames,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/PropertySet.java,349,371,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/PropertySet.java,508,536,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/Archives.java,86,100,apache-ant-1.9.3,1.9.3,
grabArchives,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/Archives.java,143,156,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/BCFileSet.java,45,58,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/BaseResourceCollectionContainer.java,131,143,apache-ant-1.9.3,1.9.3,
getResourceCollections,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/BaseResourceCollectionContainer.java,208,215,apache-ant-1.9.3,1.9.3,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/BaseResourceCollectionContainer.java,217,221,apache-ant-1.9.3,1.9.3,
cacheCollection,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/BaseResourceCollectionContainer.java,261,266,apache-ant-1.9.3,1.9.3,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/First.java,33,45,apache-ant-1.9.3,1.9.3,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/Difference.java,36,60,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/MappedResourceCollection.java,142,151,apache-ant-1.9.3,1.9.3,
cacheCollection,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/MappedResourceCollection.java,215,220,apache-ant-1.9.3,1.9.3,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/MappedResourceCollection.java,222,241,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/ResourceList.java,109,120,apache-ant-1.9.3,1.9.3,
createIterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/LazyResourceCollectionWrapper.java,21,34,apache-ant-1.9.3,1.9.3,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/Union.java,103,109,apache-ant-1.9.3,1.9.3,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/Union.java,111,121,apache-ant-1.9.3,1.9.3,
getAllToStrings,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/Union.java,123,134,apache-ant-1.9.3,1.9.3,
getAllResources,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/Union.java,136,153,apache-ant-1.9.3,1.9.3,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/Intersect.java,36,55,apache-ant-1.9.3,1.9.3,
collect,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/Intersect.java,57,63,apache-ant-1.9.3,1.9.3,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/Sort.java,47,60,apache-ant-1.9.3,1.9.3,
createIterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/BaseResourceCollectionWrapper.java,34,36,apache-ant-1.9.3,1.9.3,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/BaseResourceCollectionWrapper.java,42,46,apache-ant-1.9.3,1.9.3,
cacheCollection,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/BaseResourceCollectionWrapper.java,48,53,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/AbstractResourceCollectionWrapper.java,84,94,apache-ant-1.9.3,1.9.3,
createIterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/AbstractResourceCollectionWrapper.java,96,104,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/Files.java,309,332,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/Resources.java,78,80,apache-ant-1.9.3,1.9.3,
getCache,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/Resources.java,81,90,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/Resources.java,162,172,apache-ant-1.9.3,1.9.3,
getNested,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/Resources.java,271,273,apache-ant-1.9.3,1.9.3,
getCheckClass,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/selectors/InstanceOf.java,75,81,apache-ant-1.9.3,1.9.3,
getSelectors,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/selectors/ResourceSelectorContainer.java,93,103,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/Restrict.java,95,105,apache-ant-1.9.3,1.9.3,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/Tokens.java,48,86,apache-ant-1.9.3,1.9.3,
getCollection,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/resources/Last.java,37,71,apache-ant-1.9.3,1.9.3,
getImplementationClass,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/Mapper.java,249,267,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/ArchiveFileSet.java,307,321,apache-ant-1.9.3,1.9.3,
selectorElements,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,53,58,apache-ant-1.9.3,1.9.3,
getComparator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/selectors/modifiedselector/ModifiedSelector.java,941,947,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/selectors/modifiedselector/Cache.java,67,71,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/selectors/modifiedselector/PropertiesfileCache.java,207,218,apache-ant-1.9.3,1.9.3,
tokenizePath,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/selectors/SelectorUtils.java,504,514,apache-ant-1.9.3,1.9.3,
tokenizePath,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/selectors/SelectorUtils.java,516,537,apache-ant-1.9.3,1.9.3,
selectorElements,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/selectors/SelectSelector.java,113,122,apache-ant-1.9.3,1.9.3,
selectorElements,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/selectors/BaseSelectorContainer.java,77,84,apache-ant-1.9.3,1.9.3,
selectorElements,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/selectors/AbstractSelectorContainer.java,81,92,apache-ant-1.9.3,1.9.3,
getFilterReaders,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/FilterChain.java,66,77,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/Resource.java,338,361,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/Path.java,117,123,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/types/Path.java,693,709,apache-ant-1.9.3,1.9.3,
getProcessors,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/ArgumentProcessorRegistry.java,66,68,apache-ant-1.9.3,1.9.3,
getProjectHelperBySystemProperty,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/ProjectHelperRepository.java,163,179,apache-ant-1.9.3,1.9.3,
getProjectHelperByService,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/ProjectHelperRepository.java,181,207,apache-ant-1.9.3,1.9.3,
getHelperConstructor,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/ProjectHelperRepository.java,209,242,apache-ant-1.9.3,1.9.3,
getHelpers,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/ProjectHelperRepository.java,290,299,apache-ant-1.9.3,1.9.3,
getChoices,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/input/MultipleChoiceInputRequest.java,45,50,apache-ant-1.9.3,1.9.3,
getScannedDirs,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/DirectoryScanner.java,1781,1788,apache-ant-1.9.3,1.9.3,
getStack,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/XmlLogger.java,210,225,apache-ant-1.9.3,1.9.3,
getChildren,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/UnknownElement.java,77,82,apache-ant-1.9.3,1.9.3,
getWrapperStack,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/helper/AntXMLContext.java,252,258,apache-ant-1.9.3,1.9.3,
getTargets,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/helper/AntXMLContext.java,301,307,apache-ant-1.9.3,1.9.3,
getCurrentTargets,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/helper/AntXMLContext.java,400,406,apache-ant-1.9.3,1.9.3,
forceLoadClass,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/AntClassLoader.java,634,658,apache-ant-1.9.3,1.9.3,
forceLoadSystemClass,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/AntClassLoader.java,660,685,apache-ant-1.9.3,1.9.3,
getNamedResources,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/AntClassLoader.java,910,923,apache-ant-1.9.3,1.9.3,
findResources,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/AntClassLoader.java,925,936,apache-ant-1.9.3,1.9.3,
findResources,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/AntClassLoader.java,938,976,apache-ant-1.9.3,1.9.3,
loadClass,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/AntClassLoader.java,1032,1088,apache-ant-1.9.3,1.9.3,
defineClassFromData,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/AntClassLoader.java,1103,1130,apache-ant-1.9.3,1.9.3,
getClassFromStream,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/AntClassLoader.java,1273,1300,apache-ant-1.9.3,1.9.3,
findClass,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/AntClassLoader.java,1302,1316,apache-ant-1.9.3,1.9.3,
findClassInComponents,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/AntClassLoader.java,1329,1367,apache-ant-1.9.3,1.9.3,
findBaseClass,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/AntClassLoader.java,1369,1386,apache-ant-1.9.3,1.9.3,
parseDepends,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/Target.java,145,182,apache-ant-1.9.3,1.9.3,
getDependencies,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/Target.java,250,258,apache-ant-1.9.3,1.9.3,
removeDuplicateTargets,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/Main.java,1135,1164,apache-ant-1.9.3,1.9.3,
getLoaderMap,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/JDBCTask.java,302,308,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/DependSet.java,104,106,apache-ant-1.9.3,1.9.3,
createUnifiedSources,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/AbstractJarSignerTask.java,370,389,apache-ant-1.9.3,1.9.3,
resourceToURLs,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/Definer.java,357,385,apache-ant-1.9.3,1.9.3,
getParams,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/GenerateKey.java,94,100,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/Concat.java,813,820,apache-ant-1.9.3,1.9.3,
getValues,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/Manifest.java,295,302,apache-ant-1.9.3,1.9.3,
getAttributeKeys,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/Manifest.java,603,611,apache-ant-1.9.3,1.9.3,
getWarnings,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/Manifest.java,746,753,apache-ant-1.9.3,1.9.3,
getWarnings,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/Manifest.java,1067,1089,apache-ant-1.9.3,1.9.3,
getSectionNames,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/Manifest.java,1166,1173,apache-ant-1.9.3,1.9.3,
getEnvironmentVariables,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/Execute.java,101,169,apache-ant-1.9.3,1.9.3,
getProcEnvironment,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/Execute.java,171,185,apache-ant-1.9.3,1.9.3,
getVMSLogicals,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/Execute.java,687,733,apache-ant-1.9.3,1.9.3,
getClassRefs,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/optional/depend/ClassFile.java,84,109,apache-ant-1.9.3,1.9.3,
getNsElements,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/MacroInstance.java,98,112,apache-ant-1.9.3,1.9.3,
getUnknownElements,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/MacroInstance.java,156,161,apache-ant-1.9.3,1.9.3,
getParams,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,242,249,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/Javadoc.java,389,395,apache-ant-1.9.3,1.9.3,
getNested,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/MacroDef.java,146,151,apache-ant-1.9.3,1.9.3,
getAttributes,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/MacroDef.java,197,204,apache-ant-1.9.3,1.9.3,
getElements,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/MacroDef.java,206,214,apache-ant-1.9.3,1.9.3,
selectorElements,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/MatchingTask.java,261,268,apache-ant-1.9.3,1.9.3,
getOptions,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/Apt.java,232,239,apache-ant-1.9.3,1.9.3,
getModules,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/AbstractCvsTask.java,856,860,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/Delete.java,98,100,apache-ant-1.9.3,1.9.3,
iterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/Delete.java,643,646,apache-ant-1.9.3,1.9.3,
getFilterSets,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/Copy.java,200,207,apache-ant-1.9.3,1.9.3,
getFilterChains,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/Copy.java,209,216,apache-ant-1.9.3,1.9.3,
scan,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/Copy.java,742,756,apache-ant-1.9.3,1.9.3,
buildMap,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/Copy.java,800,855,apache-ant-1.9.3,1.9.3,
getBuildListeners,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/taskdefs/Ant.java,755,760,apache-ant-1.9.3,1.9.3,
getBuildListeners,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/Project.java,425,438,apache-ant-1.9.3,1.9.3,
getProperties,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/Project.java,639,646,apache-ant-1.9.3,1.9.3,
getUserProperties,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/Project.java,648,654,apache-ant-1.9.3,1.9.3,
getInheritedProperties,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/Project.java,656,663,apache-ant-1.9.3,1.9.3,
getFilters,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/Project.java,799,814,apache-ant-1.9.3,1.9.3,
getTaskDefinitions,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/Project.java,1016,1025,apache-ant-1.9.3,1.9.3,
getCopyOfTaskDefinitions,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/Project.java,1027,1038,apache-ant-1.9.3,1.9.3,
getDataTypeDefinitions,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/Project.java,1058,1067,apache-ant-1.9.3,1.9.3,
getCopyOfDataTypeDefinitions,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/Project.java,1069,1080,apache-ant-1.9.3,1.9.3,
getTargets,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/Project.java,1143,1150,apache-ant-1.9.3,1.9.3,
getCopyOfTargets,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/Project.java,1152,1160,apache-ant-1.9.3,1.9.3,
topoSort,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/Project.java,1739,1756,apache-ant-1.9.3,1.9.3,
topoSort,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/Project.java,1758,1778,apache-ant-1.9.3,1.9.3,
topoSort,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/Project.java,1780,1841,apache-ant-1.9.3,1.9.3,
getReferences,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/Project.java,1986,1994,apache-ant-1.9.3,1.9.3,
getCopyOfReferences,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/Project.java,2005,2016,apache-ant-1.9.3,1.9.3,
elements,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/util/LinkedHashtable.java,77,79,apache-ant-1.9.3,1.9.3,
entrySet,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/util/LinkedHashtable.java,81,83,apache-ant-1.9.3,1.9.3,
keys,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/util/LinkedHashtable.java,101,103,apache-ant-1.9.3,1.9.3,
keySet,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/util/LinkedHashtable.java,105,107,apache-ant-1.9.3,1.9.3,
values,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/util/LinkedHashtable.java,129,131,apache-ant-1.9.3,1.9.3,
getJrePackages,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/util/JavaEnvUtils.java,497,507,apache-ant-1.9.3,1.9.3,
getFileDependencies,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/util/depend/AbstractAnalyzer.java,73,89,apache-ant-1.9.3,1.9.3,
getClassDependencies,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/util/depend/AbstractAnalyzer.java,91,103,apache-ant-1.9.3,1.9.3,
getRootClasses,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/util/depend/AbstractAnalyzer.java,208,216,apache-ant-1.9.3,1.9.3,
getDependencies,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/util/depend/bcel/DependencyVisitor.java,44,52,apache-ant-1.9.3,1.9.3,
getFileDependencies,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/util/depend/DependencyAnalyzer.java,64,71,apache-ant-1.9.3,1.9.3,
getClassDependencies,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/util/depend/DependencyAnalyzer.java,73,80,apache-ant-1.9.3,1.9.3,
getInstance,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/util/IdentityStack.java,30,44,apache-ant-1.9.3,1.9.3,
append,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/util/CollectionUtils.java,162,172,apache-ant-1.9.3,1.9.3,
asEnumeration,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/util/CollectionUtils.java,174,188,apache-ant-1.9.3,1.9.3,
asIterator,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/util/CollectionUtils.java,190,207,apache-ant-1.9.3,1.9.3,
asCollection,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/util/CollectionUtils.java,209,220,apache-ant-1.9.3,1.9.3,
lineSplit,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/util/StringUtils.java,46,54,apache-ant-1.9.3,1.9.3,
split,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/util/StringUtils.java,56,74,apache-ant-1.9.3,1.9.3,
getExposedClass,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/AntTypeDefinition.java,142,159,apache-ant-1.9.3,1.9.3,
getTypeClass,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/AntTypeDefinition.java,161,178,apache-ant-1.9.3,1.9.3,
innerGetTypeClass,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/AntTypeDefinition.java,180,197,apache-ant-1.9.3,1.9.3,
getImportStack,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/ProjectHelper.java,160,169,apache-ant-1.9.3,1.9.3,
getExtensionStack,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/ProjectHelper.java,171,182,apache-ant-1.9.3,1.9.3,
getMapForProperty,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/property/LocalPropertyStack.java,139,146,apache-ant-1.9.3,1.9.3,
getAttributeMap,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/RuntimeConfigurable.java,330,339,apache-ant-1.9.3,1.9.3,
getChildren,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/RuntimeConfigurable.java,375,383,apache-ant-1.9.3,1.9.3,
getElementType,/home/thiago/git/Ant/apache-ant-1.9.3/src/main/org/apache/tools/ant/IntrospectionHelper.java,822,842,apache-ant-1.9.3,1.9.3,
