File,Start in line,End in line,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/optional/ReplaceRegExpTest.java,49,57,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/optional/ReplaceRegExpTest.java,64,72,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/optional/XmlValidateTest.java,115,127,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/optional/XmlValidateTest.java,133,152,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/optional/i18n/TranslateTest.java,57,92,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/optional/XalanLiaisonTest.java,48,53,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/optional/sos/SOSTest.java,323,329,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/optional/splash/SplashScreenTest.java,39,42,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/optional/splash/SplashScreenTest.java,47,50,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/optional/EchoPropertiesTest.java,113,127,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/optional/EchoPropertiesTest.java,124,126,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/optional/EchoPropertiesTest.java,173,180,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/optional/EchoPropertiesTest.java,178,178,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/optional/image/ImageTest.java,74,77,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/optional/image/ImageTest.java,97,102,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/optional/vss/MSVSSTest.java,426,438,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/optional/net/FTPTest.java,61,67,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/optional/net/FTPTest.java,69,74,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/optional/net/FTPTest.java,79,83,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/optional/net/FTPTest.java,88,94,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/optional/AbstractXSLTLiaisonTest.java,67,71,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/optional/AbstractXSLTLiaisonTest.java,79,87,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/AntLikeTasksAtTopLevelTest.java,32,38,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/AntLikeTasksAtTopLevelTest.java,42,48,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/AntLikeTasksAtTopLevelTest.java,52,58,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/ProcessDestroyerTest.java,47,73,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/ProcessDestroyerTest.java,63,67,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/ProcessDestroyerTest.java,78,82,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/PropertyTest.java,49,56,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/PropertyTest.java,66,73,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/PropertyTest.java,83,90,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/PropertyTest.java,95,102,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/ZipTest.java,57,64,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/ImportTest.java,95,110,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/ImportTest.java,129,142,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/ReplaceTest.java,88,105,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/ExecuteWatchdogTest.java,139,144,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/FixCrLfTest.java,114,118,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/FixCrLfTest.java,196,213,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/JarTest.java,52,55,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/JarTest.java,58,61,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/JarTest.java,97,100,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/JarTest.java,130,133,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/JarTest.java,206,222,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/JarTest.java,228,258,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/AntTest.java,299,304,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/AntTest.java,339,373,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/AntTest.java,416,421,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/AntTest.java,454,459,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/TypeAdapterTest.java,102,120,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/TypeAdapterTest.java,138,151,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/ExecuteOnTest.java,561,571,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/taskdefs/ExecuteOnTest.java,566,569,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/util/JavaEnvUtilsTest.java,54,60,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/util/JavaEnvUtilsTest.java,64,83,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/util/regexp/Jdk14RegexpMatcherTest.java,39,43,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/util/regexp/Jdk14RegexpMatcherTest.java,47,51,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/util/regexp/Jdk14RegexpMatcherTest.java,55,59,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/util/regexp/Jdk14RegexpMatcherTest.java,63,67,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/util/regexp/JakartaRegexpRegexpTest.java,41,45,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/util/regexp/JakartaRegexpRegexpTest.java,52,56,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/util/regexp/JakartaRegexpMatcherTest.java,41,45,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/util/regexp/JakartaRegexpMatcherTest.java,52,56,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/util/regexp/Jdk14RegexpRegexpTest.java,39,43,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/util/regexp/Jdk14RegexpRegexpTest.java,47,51,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/util/regexp/Jdk14RegexpRegexpTest.java,55,59,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/util/regexp/Jdk14RegexpRegexpTest.java,63,67,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/util/LazyFileOutputStreamTest.java,39,43,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/util/FileUtilsTest.java,66,70,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/util/FileUtilsTest.java,74,80,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/util/FileUtilsTest.java,90,102,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/util/FileUtilsTest.java,178,183,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/util/FileUtilsTest.java,268,273,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/util/FileUtilsTest.java,275,280,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/util/FileUtilsTest.java,287,292,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/BuildFileTest.java,218,234,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/BuildFileTest.java,264,274,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/BuildFileTest.java,287,295,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/filters/ConcatFilterTest.java,142,150,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/filters/TokenFilterTest.java,211,218,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/filters/TokenFilterTest.java,223,231,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/filters/TokenFilterTest.java,249,255,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/filters/TokenFilterTest.java,254,254,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/filters/DynamicFilterTest.java,69,75,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/filters/DynamicFilterTest.java,74,74,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/AntClassLoaderTest.java,42,48,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/AntClassLoaderTest.java,51,59,
/home/thiago/git/apache-ant-1.6.2/src/testcases/org/apache/tools/ant/AntClassLoaderTest.java,63,71,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/bzip2/CBZip2OutputStream.java,521,525,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/bzip2/CBZip2OutputStream.java,535,539,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/bzip2/CBZip2InputStream.java,261,270,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/bzip2/CBZip2InputStream.java,284,288,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/bzip2/CBZip2InputStream.java,506,510,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/bzip2/CBZip2InputStream.java,561,565,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/bzip2/CBZip2InputStream.java,644,648,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/mail/MailMessage.java,346,351,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/mail/MailMessage.java,433,437,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/mail/MailMessage.java,464,468,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/mail/MailMessage.java,471,475,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/zip/ZipEntry.java,114,144,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/zip/ZipEntry.java,297,301,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/zip/ZipEntry.java,425,436,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/zip/ZipEntry.java,448,453,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/zip/ZipFile.java,443,447,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/zip/ExtraFieldUtils.java,52,61,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/zip/ExtraFieldUtils.java,97,105,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/zip/ZipOutputStream.java,238,251,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/zip/ZipOutputStream.java,243,247,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/zip/ZipOutputStream.java,802,806,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/loader/AntClassLoader2.java,97,104,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/loader/AntClassLoader2.java,213,217,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/loader/AntClassLoader2.java,250,274,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/ComponentHelper.java,302,311,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/ComponentHelper.java,691,721,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/ComponentHelper.java,715,719,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/ComponentHelper.java,736,764,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/ComponentHelper.java,758,762,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/XMLCatalog.java,454,466,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/XMLCatalog.java,506,546,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/XMLCatalog.java,576,582,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/XMLCatalog.java,651,655,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/XMLCatalog.java,660,679,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/XMLCatalog.java,669,673,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/XMLCatalog.java,687,695,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/XMLCatalog.java,758,762,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/XMLCatalog.java,768,772,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/XMLCatalog.java,775,786,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/XMLCatalog.java,870,876,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/XMLCatalog.java,930,948,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/XMLCatalog.java,976,982,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/XMLCatalog.java,993,999,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/XMLCatalog.java,1036,1042,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/XMLCatalog.java,1056,1062,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/XMLCatalog.java,1073,1079,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/XMLCatalog.java,1095,1100,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/XMLCatalog.java,1112,1117,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/CommandlineJava.java,127,142,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/CommandlineJava.java,155,160,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/CommandlineJava.java,168,175,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/CommandlineJava.java,536,553,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/FilterSet.java,281,304,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/FilterSet.java,298,302,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/FilterSet.java,341,378,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/FilterSet.java,504,511,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Permissions.java,164,168,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Commandline.java,459,465,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PatternSet.java,317,344,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PatternSet.java,338,342,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PatternSet.java,511,520,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/AbstractFileSet.java,687,700,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/depend/DependScanner.java,123,129,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Mapper.java,198,213,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/RedirectorElement.java,423,430,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/RedirectorElement.java,437,444,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/RedirectorElement.java,451,458,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/ZipScanner.java,214,239,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/ZipScanner.java,215,221,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/ZipScanner.java,233,237,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/ExtendSelector.java,62,85,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/SizeSelector.java,156,162,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/modifiedselector/ModifiedSelector.java,341,346,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/modifiedselector/ModifiedSelector.java,356,361,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/modifiedselector/ModifiedSelector.java,373,378,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/modifiedselector/ModifiedSelector.java,552,556,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/modifiedselector/DigestAlgorithm.java,114,120,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/modifiedselector/DigestAlgorithm.java,122,126,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/modifiedselector/DigestAlgorithm.java,153,186,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/modifiedselector/DigestAlgorithm.java,160,183,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/modifiedselector/HashvalueAlgorithm.java,53,66,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/modifiedselector/PropertiesfileCache.java,115,122,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/modifiedselector/PropertiesfileCache.java,141,149,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/modifiedselector/PropertiesfileCache.java,171,175,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/DifferentSelector.java,91,96,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/DepthSelector.java,90,95,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/DepthSelector.java,97,102,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/ContainsSelector.java,171,199,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/ContainsSelector.java,192,197,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/ContainsRegexpSelector.java,126,152,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/ContainsRegexpSelector.java,145,150,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/DateSelector.java,170,176,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/DateSelector.java,182,188,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/DateSelector.java,217,229,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Resource.java,136,141,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/resolver/ApacheCatalogResolver.java,113,119,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Path.java,384,390,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Path.java,443,449,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/input/PropertyFileInputHandler.java,82,86,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/input/DefaultInputHandler.java,50,72,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/input/DefaultInputHandler.java,56,62,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/input/DefaultInputHandler.java,66,70,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/DirectoryScanner.java,670,674,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/DirectoryScanner.java,685,699,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/DirectoryScanner.java,835,853,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/DirectoryScanner.java,1348,1361,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/XmlLogger.java,66,70,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/XmlLogger.java,176,201,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/XmlLogger.java,195,199,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Diagnostics.java,55,59,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Diagnostics.java,69,83,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Diagnostics.java,131,144,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Diagnostics.java,173,177,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Diagnostics.java,221,228,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Diagnostics.java,301,313,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Diagnostics.java,336,358,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Diagnostics.java,341,351,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/TaskAdapter.java,55,75,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/TaskAdapter.java,96,110,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/TaskAdapter.java,114,136,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/helper/ProjectHelper2.java,119,128,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/helper/ProjectHelper2.java,180,247,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/helper/ProjectHelper2.java,241,245,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/helper/ProjectHelper2.java,417,425,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/helper/ProjectHelperImpl.java,114,171,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/helper/ProjectHelperImpl.java,115,119,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/helper/ProjectHelperImpl.java,165,169,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/helper/ProjectHelperImpl.java,305,312,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/helper/ProjectHelperImpl.java,727,732,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/helper/ProjectHelperImpl.java,867,885,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/helper/ProjectHelperImpl.java,970,981,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/AntClassLoader.java,122,130,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/AntClassLoader.java,219,230,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/AntClassLoader.java,346,351,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/AntClassLoader.java,446,450,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/AntClassLoader.java,519,536,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/AntClassLoader.java,727,754,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/AntClassLoader.java,884,918,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/AntClassLoader.java,893,897,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/AntClassLoader.java,908,913,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/AntClassLoader.java,955,963,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/AntClassLoader.java,965,976,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/AntClassLoader.java,1019,1039,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/AntClassLoader.java,1128,1158,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/AntClassLoader.java,1132,1146,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/AntClassLoader.java,1151,1157,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/AntClassLoader.java,1191,1195,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Target.java,368,375,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Main.java,166,173,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Main.java,186,205,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Main.java,187,195,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Main.java,217,221,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Main.java,224,228,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Main.java,304,318,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Main.java,321,328,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Main.java,330,337,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Main.java,370,375,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Main.java,381,387,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Main.java,401,408,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Main.java,412,421,
/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/Main.java,473,487,
