Method,Package,Start in line,End in line,
tooManyAttributes,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/DataType.java,162,169,
noChildrenAllowed,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/DataType.java,171,178,
circularReference,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/DataType.java,180,187,
isChecked,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/DataType.java,189,191,
setChecked,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/DataType.java,193,195,
getRefid,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/DataType.java,197,203,
checkAttributesAllowed,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/DataType.java,205,214,
checkChildrenAllowed,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/DataType.java,216,225,
FileList,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/FileList.java,39,45,
FileList,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/FileList.java,47,56,
setRefid,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/FileList.java,58,72,
setDir,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/FileList.java,74,85,
getDir,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/FileList.java,87,96,
setFiles,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/FileList.java,98,115,
getFiles,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/FileList.java,117,138,
getRef,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/FileList.java,140,160,
setName,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/FileList.java,168,175,
getName,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/FileList.java,177,182,
addConfiguredFile,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/FileList.java,185,196,
setName,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Parameter.java,28,30,
setType,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Parameter.java,32,34,
setValue,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Parameter.java,36,38,
getName,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Parameter.java,40,42,
getType,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Parameter.java,44,46,
getValue,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Parameter.java,48,50,
DirSet,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/DirSet.java,28,30,
DirSet,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/DirSet.java,32,34,
clone,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/DirSet.java,36,46,
setClassname,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/depend/ClassfileSet.java,54,61,
getClassname,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/depend/ClassfileSet.java,63,70,
ClassfileSet,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/depend/ClassfileSet.java,73,77,
addRootFileset,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/depend/ClassfileSet.java,79,88,
ClassfileSet,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/depend/ClassfileSet.java,90,98,
setRootClass,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/depend/ClassfileSet.java,100,107,
getDirectoryScanner,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/depend/ClassfileSet.java,109,145,
addConfiguredRoot,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/depend/ClassfileSet.java,147,154,
clone,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/depend/ClassfileSet.java,156,167,
DependScanner,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/depend/DependScanner.java,63,72,
setBasedir,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/depend/DependScanner.java,74,82,
getBasedir,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/depend/DependScanner.java,84,89,
setRootClasses,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/depend/DependScanner.java,91,98,
getIncludedFiles,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/depend/DependScanner.java,100,112,
scan,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/depend/DependScanner.java,114,155,
addDefaultExcludes,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/depend/DependScanner.java,157,161,
getExcludedDirectories,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/depend/DependScanner.java,163,168,
getExcludedFiles,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/depend/DependScanner.java,170,175,
getIncludedDirectories,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/depend/DependScanner.java,177,182,
getNotIncludedDirectories,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/depend/DependScanner.java,184,189,
getNotIncludedFiles,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/depend/DependScanner.java,191,196,
setExcludes,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/depend/DependScanner.java,198,202,
setIncludes,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/depend/DependScanner.java,204,208,
setCaseSensitive,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/depend/DependScanner.java,210,214,
setWidth,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Arc.java,32,34,
setHeight,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Arc.java,36,38,
setStart,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Arc.java,40,42,
setStop,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Arc.java,44,46,
setType,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Arc.java,48,59,
executeDrawOperation,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Arc.java,61,94,
getColorByName,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/ColorMapper.java,44,78,
setWidth,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Rectangle.java,34,36,
setHeight,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Rectangle.java,38,40,
setArcwidth,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Rectangle.java,42,44,
setArcheight,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Rectangle.java,46,48,
executeDrawOperation,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Rectangle.java,50,95,
setString,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Text.java,39,41,
setFont,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Text.java,43,45,
setPoint,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Text.java,47,49,
setColor,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Text.java,51,53,
setBold,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Text.java,55,60,
setItalic,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Text.java,62,67,
executeDrawOperation,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Text.java,69,97,
setFill,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/BasicShape.java,25,27,
setStroke,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/BasicShape.java,29,31,
setStrokewidth,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/BasicShape.java,33,35,
executeTransformOperation,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/TransformOperation.java,25,25,
addRectangle,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/TransformOperation.java,27,29,
executeDrawOperation,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/DrawOperation.java,31,36,
addRotate,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/ImageOperation.java,29,31,
addDraw,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/ImageOperation.java,33,35,
addRectangle,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/ImageOperation.java,37,39,
addText,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/ImageOperation.java,41,43,
addScale,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/ImageOperation.java,45,47,
setAngle,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Rotate.java,34,40,
performRotate,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Rotate.java,43,52,
executeTransformOperation,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Rotate.java,55,83,
executeDrawOperation,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Rotate.java,85,103,
getValues,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Scale.java,39,41,
setProportions,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Scale.java,44,49,
setWidth,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Scale.java,51,56,
setHeight,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Scale.java,58,63,
getWidth,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Scale.java,65,76,
getHeight,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Scale.java,78,88,
performScale,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Scale.java,90,119,
executeTransformOperation,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Scale.java,122,135,
executeDrawOperation,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Scale.java,138,150,
setWidth,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Ellipse.java,33,35,
setHeight,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Ellipse.java,37,39,
executeDrawOperation,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Ellipse.java,41,71,
setXloc,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Draw.java,31,33,
setYloc,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Draw.java,35,37,
addRectangle,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Draw.java,39,41,
addText,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Draw.java,43,45,
addEllipse,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Draw.java,47,49,
addArc,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Draw.java,51,53,
executeTransformOperation,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/image/Draw.java,56,78,
setLanguage,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/ScriptFilter.java,45,52,
init,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/ScriptFilter.java,54,72,
setToken,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/ScriptFilter.java,74,81,
getToken,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/ScriptFilter.java,83,90,
filter,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/ScriptFilter.java,92,105,
setSrc,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/ScriptFilter.java,107,114,
addText,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/optional/ScriptFilter.java,116,123,
Variable,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Environment.java,46,52,
setKey,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Environment.java,54,60,
setValue,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Environment.java,62,68,
getKey,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Environment.java,70,76,
getValue,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Environment.java,78,84,
setPath,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Environment.java,86,94,
setFile,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Environment.java,96,102,
getContent,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Environment.java,104,119,
Environment,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Environment.java,122,127,
addVariable,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Environment.java,129,137,
getVariables,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Environment.java,139,153,
FilterSetCollection,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/FilterSetCollection.java,42,43,
FilterSetCollection,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/FilterSetCollection.java,45,47,
addFilterSet,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/FilterSetCollection.java,50,52,
replaceTokens,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/FilterSetCollection.java,54,68,
hasFilters,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/FilterSetCollection.java,70,83,
setName,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PropertySet.java,58,61,
setRegex,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PropertySet.java,63,66,
setPrefix,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PropertySet.java,68,71,
setBuiltin,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PropertySet.java,73,77,
assertValid,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PropertySet.java,79,88,
toString,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PropertySet.java,90,93,
appendName,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PropertySet.java,97,101,
appendRegex,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PropertySet.java,103,107,
appendPrefix,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PropertySet.java,109,113,
appendBuiltin,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PropertySet.java,115,119,
setMapper,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PropertySet.java,121,127,
addPropertyref,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PropertySet.java,129,132,
addPropertyset,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PropertySet.java,134,137,
createMapper,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PropertySet.java,139,146,
setDynamic,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PropertySet.java,148,151,
setNegate,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PropertySet.java,153,156,
getDynamic,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PropertySet.java,158,160,
getMapper,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PropertySet.java,162,164,
getProperties,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PropertySet.java,166,215,
addPropertyNames,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PropertySet.java,217,267,
getRef,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PropertySet.java,269,288,
setRefid,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PropertySet.java,290,302,
assertNotReference,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PropertySet.java,304,319,
getValues,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/PropertySet.java,329,331,
setParameters,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Parameterizable.java,24,29,
Mapper,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Mapper.java,43,49,
setType,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Mapper.java,51,60,
add,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Mapper.java,62,84,
addConfiguredMapper,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Mapper.java,86,92,
setClassname,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Mapper.java,94,102,
setClasspath,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Mapper.java,104,116,
createClasspath,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Mapper.java,118,129,
setClasspathRef,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Mapper.java,131,140,
setFrom,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Mapper.java,142,150,
setTo,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Mapper.java,152,160,
setRefid,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Mapper.java,162,173,
getImplementation,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Mapper.java,175,214,
getImplementationClass,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Mapper.java,216,232,
getRef,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Mapper.java,234,252,
MapperType,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Mapper.java,260,276,
getValues,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Mapper.java,278,281,
getImplementation,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/Mapper.java,283,285,
addConfiguredInputMapper,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/RedirectorElement.java,98,115,
addConfiguredOutputMapper,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/RedirectorElement.java,117,134,
addConfiguredErrorMapper,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/RedirectorElement.java,136,153,
setRefid,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/RedirectorElement.java,155,177,
setInput,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/RedirectorElement.java,179,193,
setInputString,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/RedirectorElement.java,195,208,
setOutput,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/RedirectorElement.java,211,226,
setOutputEncoding,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/RedirectorElement.java,228,237,
setErrorEncoding,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/RedirectorElement.java,239,249,
setInputEncoding,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/RedirectorElement.java,251,260,
setLogError,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/RedirectorElement.java,262,275,
setError,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/RedirectorElement.java,277,290,
setOutputProperty,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/RedirectorElement.java,292,303,
setAppend,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/RedirectorElement.java,305,317,
setCreateEmptyFiles,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/RedirectorElement.java,319,331,
setErrorProperty,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/RedirectorElement.java,333,344,
createInputFilterChain,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/RedirectorElement.java,346,358,
createOutputFilterChain,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/RedirectorElement.java,360,372,
createErrorFilterChain,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/RedirectorElement.java,374,386,
configure,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/RedirectorElement.java,388,394,
configure,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/RedirectorElement.java,396,481,
createMergeMapper,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/RedirectorElement.java,483,494,
toFileArray,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/RedirectorElement.java,496,513,
setSrc,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/ZipScanner.java,63,71,
setEncoding,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/ZipScanner.java,73,80,
getIncludedFiles,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/ZipScanner.java,82,108,
getIncludedDirectories,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/ZipScanner.java,110,136,
init,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/ZipScanner.java,138,150,
match,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/ZipScanner.java,152,165,
getResource,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/ZipScanner.java,167,189,
scanme,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/ZipScanner.java,191,242,
ExtendSelector,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/ExtendSelector.java,42,46,
setClassname,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/ExtendSelector.java,48,55,
selectorCreate,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/ExtendSelector.java,57,89,
addParam,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/ExtendSelector.java,91,98,
setClasspath,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/ExtendSelector.java,101,114,
createClasspath,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/ExtendSelector.java,116,128,
getClasspath,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/ExtendSelector.java,130,136,
setClasspathref,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/ExtendSelector.java,138,148,
verifySettings,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/ExtendSelector.java,150,171,
isSelected,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/ExtendSelector.java,174,193,
isSelected,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/FileSelector.java,31,44,
hasSelectors,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,31,36,
selectorCount,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,38,43,
getSelectors,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,45,50,
selectorElements,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,52,57,
appendSelector,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,59,64,
addSelector,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,68,72,
addAnd,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,74,78,
addOr,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,80,84,
addNot,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,86,90,
addNone,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,92,96,
addMajority,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,98,102,
addDate,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,104,108,
addSize,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,110,114,
addFilename,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,116,120,
addCustom,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,122,126,
addContains,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,128,132,
addPresent,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,134,138,
addDepth,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,140,144,
addDepend,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,146,150,
addContainsRegexp,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,152,156,
addType,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,158,163,
addDifferent,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,165,170,
addModified,/home/thiago/git/apache-ant-1.6.2/src/main/org/apache/tools/ant/types/selectors/SelectorContainer.java,172,177,
